keyword,title,authors,year,url,abstract,relevant
AIOps performance metrics,AIOps in Cloud-native DevOps: IT Operations Management with Artificial Intelligence,Sumanth Tatineni,2023,https://doi.org/10.47363/jaicc/2023(2)154,"Businesses often deal with the growing challenge of maintaining IT operations, especially with the increase in technological dependence. Organizations adopting AIOps and organizations elevate IT operations management to address these challenges. This shift comes as a response to the increasing complexities of the huge data, applications, and infrastructure in today's digital scope. Traditionally, managing these systems incorporated manual observation and performance metric analysis, processes which are highly prone to errors and inefficiency. AIOps introduces automation through AI/ML algorithms, which analyze patterns to predict and address issues quickly and rectify discrepancies. Therefore, recognizing the diverse needs of companies, each facing unique goals and challenges, depicts the role of tailoring AIOps solutions to specific needs. For example, a global e-commerce company managing a huge online platform will ensure a seamless user experience and quick response to customer interactions. In such a situation, the IT team's focus with AIOps could be on real-time analytics to anticipate and mitigate potential disruptions, automated incident response to minimize downtime, and predictive maintenance to address performance issues. This article explores comprehensive insights into how AIOps functions are important in dealing with IT operations challenges within cloud-native DevOps. It aims to explore the benefits of AIOps in improving incident response efficiency, refining system monitoring capabilities, and optimizing IT operations.",Y
AIOps performance metrics,Leakage and the reproducibility crisis in machine-learning-based science,"Sayash Kapoor, Arvind Narayanan",2023,https://doi.org/10.1016/j.patter.2023.100804,"Machine-learning (ML) methods have gained prominence in the quantitative sciences. However, there are many known methodological pitfalls, including data leakage, in ML-based science. We systematically investigate reproducibility issues in ML-based science. Through a survey of literature in fields that have adopted ML methods, we find 17 fields where leakage has been found, collectively affecting 294 papers and, in some cases, leading to wildly overoptimistic conclusions. Based on our survey, we introduce a detailed taxonomy of eight types of leakage, ranging from textbook errors to open research problems. We propose that researchers test for each type of leakage by filling out model info sheets, which we introduce. Finally, we conduct a reproducibility study of civil war prediction, where complex ML models are believed to vastly outperform traditional statistical models such as logistic regression (LR). When the errors are corrected, complex ML models do not perform substantively better than decades-old LR models.",Y
AIOps performance metrics,Self Adjusting Log Observability for Cloud Native Applications,"Divya Pathak, Mudit Verma, Aishwariya Chakraborty, Harshit Kumar",2024,https://doi.org/10.1109/cloud62652.2024.00061,"With the increasing complexity of modern applications, particularly those relying on microservices architectures, the volume of observability data, encompassing logs, metrics, traces, etc., has surged significantly. This is further exacerbated by extensive cloud deployments, where observability is crucial for comprehending the health and performance of these systems, leading operations teams to collect as much data as possible for the “fear of missing out”. However, the collection, storage, and analysis of observability data entail significant costs, both in terms of resources and finances. Specifically, logs comprise the most substantial portion of observability data volume, thus exerting the greatest impact on observability cost. Moreover, logs also exhibit unstructured and noisy characteristics, where the efficacy of downstream AI for IT operations (AIOps tasks or Day-2 operations), such as fault classification, fault diagnosis, log anomaly detection etc., can be negatively impacted by log data volume. Hence, striking a balance between the verbosity of log observability and its impact on day-2 operations and debuggability is essential. In this paper, we introduce an autonomous system named SALO, which stands for Self-Adjusting Log Observability. SALO selectively collects logs based on real-time necessity, location, and granularity, as opposed to the conventional practice of collecting indiscriminately from all the components continuously. Our experiments show that SALO drastically decreases the log volume, by as much as 95 %, while still maintaining data quality for downstream AIOps usage, especially for post-hoc diagnosis tasks. Operating on a reduced volume of log data not only decreases storage, transfer, and retention costs but also streamlines observability pipelines, making them leaner, more efficient, and less resource-hungry.",Y
AIOps performance metrics,CDX-NET: Cross-Domain Multi-Feature Fusion Modeling Via Deep Neural Networks for Multivariate Time Series Forecasting in AIOps,"Jiajia Li, Ling Dai, Feng Tan, Hui Shen, Zikai Wang, Bin Sheng, Pengwei Hu",2022,https://doi.org/10.1109/icassp43922.2022.9746242,"In the application of Artificial Intelligence for IT Operations (AIOps), monitoring data are usually modeled as MTS (Multivariate Time Series). The prediction of MTS has been widely studied and various models, including statistic algorithms and deep learning networks, have been proposed, which attempt to capture the multi-dimensional and non-linear features. To this end, this paper focuses on one important type of time series: aperiodic MTS. Our solution introduces a deep neural network named CDX-Net to describe and analyze aperiodic MTS from both temporal and spectral domains. We also propose the integration of the convolution neural network (CNN), recurrent neural network (RNN) and attention mechanism into the predictive model. The introduction of these modules can effectively improve the feature extraction and feature fusion procedures. We conduct performance evaluation on a real-world dataset from an AIOps application and the correlation between the predicted result and ground-truth is found to be significant. The proposed model is compared with several state-of-the-art baseline methods. Empirical results show that our model achieves better performance in most evaluation metrics while others can perform better under some particular settings.",Y
AIOps performance metrics,PyRCA: A Library for Metric-based Root Cause Analysis,"Chenghao Liu, Wenzhuo Yang, Himanshu Mittal, Manpreet Singh, Doyen Sahoo, Steven C. H. Hoi",2023,https://doi.org/10.48550/arxiv.2306.11417,"We introduce PyRCA, an open-source Python machine learning library of Root Cause Analysis (RCA) for Artificial Intelligence for IT Operations (AIOps). It provides a holistic framework to uncover the complicated metric causal dependencies and automatically locate root causes of incidents. It offers a unified interface for multiple commonly used RCA models, encompassing both graph construction and scoring tasks. This library aims to provide IT operations staff, data scientists, and researchers a one-step solution to rapid model development, model evaluation and deployment to online applications. In particular, our library includes various causal discovery methods to support causal graph construction, and multiple types of root cause scoring methods inspired by Bayesian analysis, graph analysis and causal analysis, etc. Our GUI dashboard offers practitioners an intuitive point-and-click interface, empowering them to easily inject expert knowledge through human interaction. With the ability to visualize causal graphs and the root cause of incidents, practitioners can quickly gain insights and improve their workflow efficiency. This technical report introduces PyRCA's architecture and major functionalities, while also presenting benchmark performance numbers in comparison to various baseline models. Additionally, we demonstrate PyRCA's capabilities through several example use cases.",Y
AIOps performance metrics,LSTM-Based VAE-GAN for Time-Series Anomaly Detection,"Zijian Niu, Ke Yu, Xiaofei Wu",2020,https://doi.org/10.3390/s20133738,"Time series anomaly detection is widely used to monitor the equipment sates through the data collected in the form of time series. At present, the deep learning method based on generative adversarial networks (GAN) has emerged for time series anomaly detection. However, this method needs to find the best mapping from real-time space to the latent space at the anomaly detection stage, which brings new errors and takes a long time. In this paper, we propose a long short-term memory-based variational autoencoder generation adversarial networks (LSTM-based VAE-GAN) method for time series anomaly detection, which effectively solves the above problems. Our method jointly trains the encoder, the generator and the discriminator to take advantage of the mapping ability of the encoder and the discrimination ability of the discriminator simultaneously. The long short-term memory (LSTM) networks are used as the encoder, the generator and the discriminator. At the anomaly detection stage, anomalies are detected based on reconstruction difference and discrimination results. Experimental results show that the proposed method can quickly and accurately detect anomalies.",Y
Mean Time to Resolution,Mean time to resolution of gene duplication,"Cheng Xue, Yun‐Xin Fu",2008,https://doi.org/10.1007/s10709-008-9319-x,,N
Mean Time to Resolution,A time-slice experiment with the ECHAM4 AGCM at high resolution: the impact of horizontal resolution on annual mean climate change,"Wilhelm May, E. Roeckner",2001,https://doi.org/10.1007/s003820000112,,N
Mean Time to Resolution,"TerraClimate, a high-resolution global dataset of monthly climate and climatic water balance from 1958–2015","John T. Abatzoglou, Solomon Z. Dobrowski, Sean A. Parks, Katherine C. Hegewisch",2018,https://doi.org/10.1038/sdata.2017.191,"We present TerraClimate, a dataset of high-spatial resolution (1/24°, ~4-km) monthly climate and climatic water balance for global terrestrial surfaces from 1958-2015. TerraClimate uses climatically aided interpolation, combining high-spatial resolution climatological normals from the WorldClim dataset, with coarser resolution time varying (i.e., monthly) data from other sources to produce a monthly dataset of precipitation, maximum and minimum temperature, wind speed, vapor pressure, and solar radiation. TerraClimate additionally produces monthly surface water balance datasets using a water balance model that incorporates reference evapotranspiration, precipitation, temperature, and interpolated plant extractable soil water capacity. These data provide important inputs for ecological and hydrological studies at global scales that require high spatial resolution and time varying climate and climatic water balance data. We validated spatiotemporal aspects of TerraClimate using annual temperature, precipitation, and calculated reference evapotranspiration from station data, as well as annual runoff from streamflow gauges. TerraClimate datasets showed noted improvement in overall mean absolute error and increased spatial realism relative to coarser resolution gridded datasets.",N
Mean Time to Resolution,The NCEP Climate Forecast System Reanalysis,"Suranjana Saha, Shrinivas Moorthi, Hua‐Lu Pan, Xingren Wu, Jiande Wang, Sudhir Nadiga, Patrick Tripp, Robert Kistler, John S. Woollen, David W. Behringer, Haixia Liu, Diane Stokes, Robert Grumbine, George Gayno, Jun Wang, Yu-Tai Hou, Hui-Ya Chuang, Hann‐Ming Henry Juang, Joe Sela, Mark Iredell, R. Treadon, Daryl Kleist, Paul van Delst, Dennis A. Keyser, John Derber, Michael Ek, Jesse Meng, Helin Wei, Rongqian Yang, Stephen J. Lord, Huug van den Dool, Arun Kumar, Wanqiu Wang, Craig S. Long, Muthuvel Chelliah, Yan Xue, Boyin Huang, Jae-Kyung E. Schemm, Wesley Ebisuzaki, Roger Lin, Pingping Xie, Mingyue Chen, Shuntai Zhou, W. Higgins, Cheng‐Zhi Zou, Quanhua Liu, Yong Chen, Yong Han, Lídia Cucurull, Richard W. Reynolds, G. Rutledge, Mitch Goldberg",2010,https://doi.org/10.1175/2010bams3001.1,"The NCEP Climate Forecast System Reanalysis (CFSR) was completed for the 31-yr period from 1979 to 2009, in January 2010. The CFSR was designed and executed as a global, high-resolution coupled atmosphere–ocean–land surface–sea ice system to provide the best estimate of the state of these coupled domains over this period. The current CFSR will be extended as an operational, real-time product into the future. New features of the CFSR include 1) coupling of the atmosphere and ocean during the generation of the 6-h guess field, 2) an interactive sea ice model, and 3) assimilation of satellite radiances by the Gridpoint Statistical Interpolation (GSI) scheme over the entire period. The CFSR global atmosphere resolution is ~38 km (T382) with 64 levels extending from the surface to 0.26 hPa. The global ocean's latitudinal spacing is 0.25° at the equator, extending to a global 0.5° beyond the tropics, with 40 levels to a depth of 4737 m. The global land surface model has four soil levels and the global sea ice model has three layers. The CFSR atmospheric model has observed variations in carbon dioxide (CO2) over the 1979–2009 period, together with changes in aerosols and other trace gases and solar variations. Most available in situ and satellite observations were included in the CFSR. Satellite observations were used in radiance form, rather than retrieved values, and were bias corrected with “spin up” runs at full resolution, taking into account variable CO2 concentrations. This procedure enabled the smooth transitions of the climate record resulting from evolutionary changes in the satellite observing system. CFSR atmospheric, oceanic, and land surface output products are available at an hourly time resolution and a horizontal resolution of 0.5° latitude × 0.5° longitude. The CFSR data will be distributed by the National Climatic Data Center (NCDC) and NCAR. This reanalysis will serve many purposes, including providing the basis for most of the NCEP Climate Prediction Center's operational climate products by defining the mean states of the atmosphere, ocean, land surface, and sea ice over the next 30-yr climate normal (1981–2010); providing initial conditions for historical forecasts that are required to calibrate operational NCEP climate forecasts (from week 2 to 9 months); and providing estimates and diagnoses of the Earth's climate state over the satellite data period for community climate research. Preliminary analysis of the CFSR output indicates a product that is far superior in most respects to the reanalysis of the mid-1990s. The previous NCEP–NCAR reanalyses have been among the most used NCEP products in history; there is every reason to believe the CFSR will supersede these older products both in scope and quality, because it is higher in time and space resolution, covers the atmosphere, ocean, sea ice, and land, and was executed in a coupled mode with a more modern data assimilation system and forecast model.",N
Mean Time to Resolution,A European daily high‐resolution gridded data set of surface temperature and precipitation for 1950–2006,"M. R. Haylock, Nynke Hofstra, Albert Klein Tank, E. J. Klok, P. D. Jones, Mark New",2008,https://doi.org/10.1029/2008jd010201,"We present a European land‐only daily high‐resolution gridded data set for precipitation and minimum, maximum, and mean surface temperature for the period 1950–2006. This data set improves on previous products in its spatial resolution and extent, time period, number of contributing stations, and attention to finding the most appropriate method for spatial interpolation of daily climate observations. The gridded data are delivered on four spatial resolutions to match the grids used in previous products as well as many of the rotated pole Regional Climate Models (RCMs) currently in use. Each data set has been designed to provide the best estimate of grid box averages rather than point values to enable direct comparison with RCMs. We employ a three‐step process of interpolation, by first interpolating the monthly precipitation totals and monthly mean temperature using three‐dimensional thin‐plate splines, then interpolating the daily anomalies using indicator and universal kriging for precipitation and kriging with an external drift for temperature, then combining the monthly and daily estimates. Interpolation uncertainty is quantified by the provision of daily standard errors for every grid square. The daily uncertainty averaged across the entire region is shown to be largely dependent on the season and number of contributing observations. We examine the effect that interpolation has on the magnitude of the extremes in the observations by calculating areal reduction factors for daily maximum temperature and precipitation events with return periods up to 10 years.",N
Mean Time to Resolution,BiSeNet: Bilateral Segmentation Network for Real-Time Semantic Segmentation,"Changqian Yu, Jingbo Wang, Chao Peng, Changxin Gao, Gang Yu, Nong Sang",2018,https://doi.org/10.1007/978-3-030-01261-8_20,,N
Mean Time to Resolution,ERA5-Land: a state-of-the-art global reanalysis dataset for land applications,"Joaquı́n Muñoz-Sabater, Emanuel Dutra, Anna Agustí‐Panareda, Clément Albergel, Gabriele Arduini, Gianpaolo Balsamo, Souhail Boussetta, Margarita Choulga, Shaun Harrigan, Hans Hersbach, Brecht Martens, Diego G. Miralles, María Piles, Nemesio Rodríguez-Fernández, Ervin Zsótér, Carlo Buontempo, Jean‐Noël Thépaut",2021,https://doi.org/10.5194/essd-13-4349-2021,"Abstract. Framed within the Copernicus Climate Change Service (C3S) of the European Commission, the European Centre for Medium-Range Weather Forecasts (ECMWF) is producing an enhanced global dataset for the land component of the fifth generation of European ReAnalysis (ERA5), hereafter referred to as ERA5-Land. Once completed, the period covered will span from 1950 to the present, with continuous updates to support land monitoring applications. ERA5-Land describes the evolution of the water and energy cycles over land in a consistent manner over the production period, which, among others, could be used to analyse trends and anomalies. This is achieved through global high-resolution numerical integrations of the ECMWF land surface model driven by the downscaled meteorological forcing from the ERA5 climate reanalysis, including an elevation correction for the thermodynamic near-surface state. ERA5-Land shares with ERA5 most of the parameterizations that guarantees the use of the state-of-the-art land surface modelling applied to numerical weather prediction (NWP) models. A main advantage of ERA5-Land compared to ERA5 and the older ERA-Interim is the horizontal resolution, which is enhanced globally to 9 km compared to 31 km (ERA5) or 80 km (ERA-Interim), whereas the temporal resolution is hourly as in ERA5. Evaluation against independent in situ observations and global model or satellite-based reference datasets shows the added value of ERA5-Land in the description of the hydrological cycle, in particular with enhanced soil moisture and lake description, and an overall better agreement of river discharge estimations with available observations. However, ERA5-Land snow depth fields present a mixed performance when compared to those of ERA5, depending on geographical location and altitude. The description of the energy cycle shows comparable results with ERA5. Nevertheless, ERA5-Land reduces the global averaged root mean square error of the skin temperature, taking as reference MODIS data, mainly due to the contribution of coastal points where spatial resolution is important. Since January 2020, the ERA5-Land period available has extended from January 1981 to the near present, with a 2- to 3-month delay with respect to real time. The segment prior to 1981 is in production, aiming for a release of the whole dataset in summer/autumn 2021. The high spatial and temporal resolution of ERA5-Land, its extended period, and the consistency of the fields produced makes it a valuable dataset to support hydrological studies, to initialize NWP and climate models, and to support diverse applications dealing with water resource, land, and environmental management. The full ERA5-Land hourly (Muñoz-Sabater, 2019a) and monthly (Muñoz-Sabater, 2019b) averaged datasets presented in this paper are available through the C3S Climate Data Store at https://doi.org/10.24381/cds.e2161bac and https://doi.org/10.24381/cds.68d2bb30, respectively.",N
Mean Time to Resolution,Global-scale temperature patterns and climate forcing over the past six centuries,"Michael Mann, Raymond S. Bradley, Malcolm K. Hughes",1998,https://doi.org/10.1038/33859,,N
Mean Time to Resolution,Time Course of Lung Changes at Chest CT during Recovery from Coronavirus Disease 2019 (COVID-19),"Feng Pan, Tianhe Ye, Peng Sun, Shan Gui, Bo Liang, Lingli Li, Dandan Zheng, Jiazheng Wang, Richard L. Hesketh, Lian Yang, Chuansheng Zheng",2020,https://doi.org/10.1148/radiol.2020200370,"Background Chest CT is used to assess the severity of lung involvement in coronavirus disease 2019 (COVID-19). Purpose To determine the changes in chest CT findings associated with COVID-19 from initial diagnosis until patient recovery. Materials and Methods This retrospective review included patients with real-time polymerase chain reaction-confirmed COVID-19 who presented between January 12, 2020, and February 6, 2020. Patients with severe respiratory distress and/or oxygen requirement at any time during the disease course were excluded. Repeat chest CT was performed at approximately 4-day intervals. Each of the five lung lobes was visually scored on a scale of 0 to 5, with 0 indicating no involvement and 5 indicating more than 75% involvement. The total CT score was determined as the sum of lung involvement, ranging from 0 (no involvement) to 25 (maximum involvement). Results Twenty-one patients (six men and 15 women aged 25-63 years) with confirmed COVID-19 were evaluated. A total of 82 chest CT scans were obtained in these patients, with a mean interval (±standard deviation) of 4 days ± 1 (range, 1-8 days). All patients were discharged after a mean hospitalization period of 17 days ± 4 (range, 11-26 days). Maximum lung involved peaked at approximately 10 days (with a calculated total CT score of 6) from the onset of initial symptoms (<i>R</i><sup>2</sup> = 0.25, <i>P</i> < .001). Based on quartiles of chest CT scans from day 0 to day 26 involvement, four stages of lung CT findings were defined. CT scans obtained in stage 1 (0-4 days) showed ground-glass opacities (18 of 24 scans [75%]), with a mean total CT score of 2 ± 2; scans obtained in stage 2 (5-8 days) showed an increase in both the crazy-paving pattern (nine of 17 scans [53%]) and total CT score (mean, 6 ± 4; <i>P</i> = .002); scans obtained in stage 3 (9-13 days) showed consolidation (19 of 21 scans [91%]) and a peak in the total CT score (mean, 7 ± 4); and scans obtained in stage 4 (≥14 days) showed gradual resolution of consolidation (15 of 20 scans [75%]) and a decrease in the total CT score (mean, 6 ± 4) without crazy-paving pattern. Conclusion In patients recovering from coronavirus disease 2019 (without severe respiratory distress during the disease course), lung abnormalities on chest CT scans showed greatest severity approximately 10 days after initial onset of symptoms. © RSNA, 2020.",N
Mean Time to Resolution,Signature of ancient population growth in a low-resolution mitochondrial DNA mismatch distribution.,Henry Harpending,1994,https://openalex.org/W2096711345,"A mismatch distribution is a tabulation of the number of pairwise differences among all DNA sequences in a sample. In a population that has been stationary for a long time these distributions from nonrecombinant DNA sequences become ragged and erratic, whereas a population that has been growing generates mismatch distributions that are smooth and have a peak. The position of the peak reflects the time of the population growth. The signature of an ancient population expansion is apparent even in the low-resolution mtDNA typings described by Merriwether et al. (1991). The smoothness of the mismatch distribution, an indicator of population expansion, is hardly affected by population structure, whereas mean sequence divergence increases in a pooled sample from highly isolated subpopulations.",N
Decision observability,Partially observable Markov decision processes for spoken dialog systems,"J. D. Williams, Steve Young",2006,https://doi.org/10.1016/j.csl.2006.06.008,,Y
Decision observability,"State of the Art—A Survey of Partially Observable Markov Decision Processes: Theory, Models, and Algorithms",George E. Monahan,1982,https://doi.org/10.1287/mnsc.28.1.1,"This paper surveys models and algorithms dealing with partially observable Markov decision processes. A partially observable Markov decision process (POMDP) is a generalization of a Markov decision process which permits uncertainty regarding the state of a Markov process and allows for state information acquisition. A general framework for finite state and action POMDP's is presented. Next, there is a brief discussion of the development of POMDP's and their relationship with other decision processes. A wide range of models in such areas as quality control, machine maintenance, internal auditing, learning, and optimal stopping are discussed within the POMDP-framework. Lastly, algorithms for computing optimal solutions to POMDP's are presented.",Y
Decision observability,Value-Function Approximations for Partially Observable Markov Decision Processes,Miloš Hauskrecht,2000,https://doi.org/10.1613/jair.678,"Partially observable Markov decision processes (POMDPs) provide an elegant mathematical framework for modeling complex decision and planning problems in stochastic domains in which states of the system are observable only indirectly, via a set of imperfect or noisy observations. The modeling advantage of POMDPs, however, comes at a price -- exact methods for solving them are computationally very expensive and thus applicable in practice only to very simple problems. We focus on efficient approximation (heuristic) methods that attempt to alleviate the computational problem and trade off accuracy for speed. We have two objectives here. First, we survey various approximation methods, analyze their properties and relations and provide some new insights into their differences. Second, we present a number of new approximation methods and novel refinements of existing techniques. The theoretical results are supported by experiments on a problem from the agent navigation domain.",Y
Decision observability,Partially Observable Markov Decision Processes,Matthijs T. J. Spaan,2012,https://doi.org/10.1007/978-3-642-27645-3_12,,Y
Decision observability,Exact and approximate algorithms for partially observable markov decision processes,"Leslie Pack Kaelbling, Anthony R. Cassandra",1998,https://openalex.org/W180325379,"Automated sequential decision making is crucial in many contexts. In the face of uncertainty, this task becomes even more important, though at the same time, computing optimal decision policies becomes more complex. The more sources of uncertainty there are, the harder the problem becomes to solve. In this work, we look at sequential decision making in environments where the actions have probabilistic outcomes and in which the system state is only partially observable. We focus on using a model called a partially observable Markov decision process (POMDP) and explore algorithms which address computing both optimal and approximate policies for use in controlling processes that are modeled using POMDPs.
Although solving for the optimal policy is PSPACE-complete (or worse), the study and improvements of exact algorithms lends insight into the optimal solution structure as well as providing a basis for approximate solutions. We present some improvements, analysis and empirical comparisons for some existing and some novel approaches for computing the optimal POMDP policy exactly.
Since it is also hard (NP-complete or worse) to derive close approximations to the optimal solution for POMDPs, we consider a number of approaches for deriving policies that yield sub-optimal control and empirically explore their performance on a range of problems. These approaches borrow and extend ideas from a number of areas; from the more mathematically motivated techniques in reinforcement learning and control theory to entirely heuristic control rules.",Y
Decision observability,Learning Without State-Estimation in Partially Observable Markovian Decision Processes,"Satinder Singh, Tommi Jaakkola, Michael I. Jordan",1994,https://doi.org/10.1016/b978-1-55860-335-6.50042-8,,Y
Decision observability,"Incremental Pruning: A Simple, Fast, Exact Method for Partially Observable Markov Decision Processes","Anthony R. Cassandra, Michael L. Littman, Nevin L. Zhang",2013,https://doi.org/10.48550/arxiv.1302.1525,"Most exact algorithms for general partially observable Markov decision processes (POMDPs) use a form of dynamic programming in which a piecewise-linear and convex representation of one value function is transformed into another. We examine variations of the ""incremental pruning"" method for solving this problem and compare them to earlier algorithms from theoretical and empirical perspectives. We find that incremental pruning is presently the most efficient exact method for solving POMDPs.",Y
Decision observability,Reinforcement Learning Algorithm for Partially Observable Markov Decision Problems,"Tommi Jaakkola, Satinder Singh, Michael I. Jordan",1994,https://openalex.org/W2160067530,"Increasing attention has been paid to reinforcement learning algorithms in recent years, partly due to successes in the theoretical analysis of their behaviorinMarkov environments. If the Markov assumption is removed, however, neither generally the algorithms nor the analyses continue to be usable. We propose and analyze a new learning algorithm to solve a certain class of non-Markov decision problems. Our algorithm applies to problems in which the environment is Markov, but the learner has restricted access to state information. The algorithm involves a Monte-Carlo policy evaluation combined with a policy improvement method that is similar to that of Markov decision problems and is guaranteed to converge to a local maximum. The algorithm operates in the space of stochastic policies, a space which can yield a policy that performs considerably better than any deterministic policy. Although the space of stochastic policies is continuous|even for a discrete action space|our algorithm is computationally tractable. 1",Y
Decision observability,"A Survey of Partially Observable Markov Decision Processes: Theory, Models, and Algorithms","George E. Monahan, George E. MONAHANt",2007,https://openalex.org/W158205031,,Y
Decision observability,Decision Making Under Uncertainty: A Neural Model Based on Partially Observable Markov Decision Processes,Rajesh P. N. Rao,2010,https://doi.org/10.3389/fncom.2010.00146,"A fundamental problem faced by animals is learning to select actions based on noisy sensory information and incomplete knowledge of the world. It has been suggested that the brain engages in Bayesian inference during perception but how such probabilistic representations are used to select actions has remained unclear. Here we propose a neural model of action selection and decision making based on the theory of partially observable Markov decision processes (POMDPs). Actions are selected based not on a single ""optimal"" estimate of state but on the posterior distribution over states (the ""belief"" state). We show how such a model provides a unified framework for explaining experimental results in decision making that involve both information gathering and overt actions. The model utilizes temporal difference (TD) learning for maximizing expected reward. The resulting neural architecture posits an active role for the neocortex in belief computation while ascribing a role to the basal ganglia in belief representation, value computation, and action selection. When applied to the random dots motion discrimination task, model neurons representing belief exhibit responses similar to those of LIP neurons in primate neocortex. The appropriate threshold for switching from information gathering to overt actions emerges naturally during reward maximization. Additionally, the time course of reward prediction error in the model shares similarities with dopaminergic responses in the basal ganglia during the random dots task. For tasks with a deadline, the model learns a decision making strategy that changes with elapsed time, predicting a collapsing decision threshold consistent with some experimental studies. The model provides a new framework for understanding neural decision making and suggests an important role for interactions between the neocortex and the basal ganglia in learning the mapping between probabilistic sensory representations and actions that maximize rewards.",Y
Assurance-Centered Agentic AIOps,2023 IEEE International Conference on Big Data (BigData),"Najar, Jihane, Tsantekidis, Marinos, Sotiropoulos, Aris, Prevelakis, Vassilis",2023,https://doi.org/10.1109/bigdata59044.2023,"In today's dynamic cyber threat landscape, organizations must take proactive steps to bolster their cybersecurity defenses. Cyber threat hunting is a proactive and iterative process aimed at identifying and mitigating advanced threats that may go undetected by traditional security measures. Rather than waiting for automated security systems to flag potential threats, threat hunting involves actively searching for signs of malicious activity within an organization's network. In this paper, we present the Forensic Visualization Toolkit, a powerful tool designed for digital forensics investigations, analysis of digital evidence, and advanced visualizations to enhance cybersecurity situational awareness and risk management and empower security analysts with an intuitive and interactive tool. Through practical, real-world scenarios, we demonstrate how FVT significantly amplifies the capabilities of cybersecurity professionals, enabling them to effectively identify, analyze, and respond to threats. Furthermore, it is important to highlight that FVT has been integrated into, utilized, and continually enhanced within various EU-funded research projects over recent years.",Y
Assurance-Centered Agentic AIOps,Responsible AI Pattern Catalogue: A Collection of Best Practices for AI Governance and Engineering,"Qinghua Lu, Liming Zhu, Xiwei Xu, Jon Whittle, Didar Zowghi, Aurelie Jacquet",2023,https://doi.org/10.1145/3626234,"Responsible Artificial Intelligence (RAI) is widely considered as one of the greatest scientific challenges of our time and is key to increase the adoption of Artificial Intelligence (AI). Recently, a number of AI ethics principles frameworks have been published. However, without further guidance on best practices, practitioners are left with nothing much beyond truisms. In addition, significant efforts have been placed at algorithm level rather than system level, mainly focusing on a subset of mathematics-amenable ethical principles, such as fairness. Nevertheless, ethical issues can arise at any step of the development lifecycle, cutting across many AI and non-AI components of systems beyond AI algorithms and models. To operationalize RAI from a system perspective, in this article, we present an RAI Pattern Catalogue based on the results of a multivocal literature review. Rather than staying at the principle or algorithm level, we focus on patterns that AI system stakeholders can undertake in practice to ensure that the developed AI systems are responsible throughout the entire governance and engineering lifecycle. The RAI Pattern Catalogue classifies the patterns into three groups: multi-level governance patterns, trustworthy process patterns, and RAI-by-design product patterns. These patterns provide systematic and actionable guidance for stakeholders to implement RAI.",Y
Assurance-Centered Agentic AIOps,An Integrated Multi-Omics and Artificial Intelligence Framework for Advance Plant Phenotyping in Horticulture,"Danuta Cembrowska-Lech, Adrianna Krzemińska, Tymoteusz Miller, Anna Nowakowska, Cezary Adamski, Martyna Radaczyńska, Grzegorz Mikiciuk, Małgorzata Mikiciuk",2023,https://doi.org/10.3390/biology12101298,"This review discusses the transformative potential of integrating multi-omics data and artificial intelligence (AI) in advancing horticultural research, specifically plant phenotyping. The traditional methods of plant phenotyping, while valuable, are limited in their ability to capture the complexity of plant biology. The advent of (meta-)genomics, (meta-)transcriptomics, proteomics, and metabolomics has provided an opportunity for a more comprehensive analysis. AI and machine learning (ML) techniques can effectively handle the complexity and volume of multi-omics data, providing meaningful interpretations and predictions. Reflecting the multidisciplinary nature of this area of research, in this review, readers will find a collection of state-of-the-art solutions that are key to the integration of multi-omics data and AI for phenotyping experiments in horticulture, including experimental design considerations with several technical and non-technical challenges, which are discussed along with potential solutions. The future prospects of this integration include precision horticulture, predictive breeding, improved disease and stress response management, sustainable crop management, and exploration of plant biodiversity. The integration of multi-omics and AI holds immense promise for revolutionizing horticultural research and applications, heralding a new era in plant phenotyping.",N
Assurance-Centered Agentic AIOps,Operationalizing Intelligence: A Unified Approach to MLOps and Scalable AI Workflows in Hybrid Cloud Environments,Phanish Lakkarasu,2022,https://doi.org/10.18535/ijecs.v11i12.4743,"Artificial intelligence (AI) is poised to play an increasingly significant role in most organizations, enabling them to offer innovative new products and services, delivering value through automation, and maximizing returns through advanced predictive and prescriptive insights. However, deploying and operating AI at scale is often hindered by complexity, confusion, and operational inertia. Multiple definitions and perspectives of MLOps and other related concepts, such as DataOps, DevSecOps, GitOps, AI Engineering, and AI Lifecycle Management, have created a patchwork of standards and best practices, focused on only certain aspects of the broader challenge of developing and operationalizing AI capabilities. This has made it difficult for enterprise decision-makers to understand the complexity of AI operations, how different roles and teams fit together, and how to establish company-wide systems and processes to manage the development and deployment of AI technologies at scale. As organizations enter into the next phase of AI maturity, these challenges need to be addressed, so that the initial experimentation with pilot AI projects can be scaled into large-scale production-grade AI systems that deliver the benefits of AI capabilities to enterprises more efficiently and effectively. In this chapter, we first provide an overview of AI and its business value. The overview is followed by a high-level look into the machine learning (ML) lifecycle, where we introduce the concept of operationalizing intelligence, AI system parts, and the need for AI-enabled business infrastructures, before delving into the operationalizing of the ML lifecycle with MLOps. Next, we highlight key themes that form the basis of the subsequent chapters in this book. We then introduce the audience and structure of the book. Finally, we conclude with a summary that recaps the key lessons shared in this chapter. This helps set the foundation for a deep-dive exploration of the various aspects of MLOps, as an instantiation of the broader concept of operationalizing intelligence, in the rest of the book.",Y
